MOF Identifier v1 (SMILES + Metadata),Largest Cavity Diameter (Ã…),Pore Limiting Diameter (Ã…),Largest Free Path Diameter (Ã…),Crystal Density (g/cm3),Pore Volume (A3),Void Fraction,Pore Volume (cm3/g),Metal Types,Heat Capacity at 300 K (J/g/K),Heat Capacity Std. Dev. at 300 K (J/g/K),Heat Capacity at 350 K (J/g/K),Heat Capacity Std. Dev. at 350 K (J/g/K),Heat Capacity at 400 K (J/g/K),Heat Capacity Std. Dev. at 400 K (J/g/K),Heat Capacity Temperature Coefficient (J/g/K/K),Heat Capacity Intercept (J/g/K),Number of Atoms,Thermal Stability (â„ƒ),Solvent Stability,Water Stability,KH Classes
[Nd].[O-]C(=O)CN(CC(=O)[O-])CCCN(CC(=O)[O-])CC(=O)[O-],4.27264,3.02027,4.06736,1.58687,1705.86,0.4564,0.28761,Nd,0.799054368,0.029784384,0.880026319,0.030776203,0.954454413,0.029606772,0.001554,0.333944873,288,331.6,0.9494381,0.74,none
O=CN(C)C.[Mn].[O-]C(=O)c1ccc(cc1)C(=C(c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],4.70482,3.53716,4.70482,1.2077,1830.62,0.4842,0.400928,Mn,0.930779645,0.03566798,1.027600553,0.068349941,1.072910651,0.080291056,0.00142131,0.512971766,272,440,0.37047678,0.63,strong
[O-]C(=O)c1ccc2-c3c(S(=O)(=O)c2c1)cc(cc3)C(=O)[O-].[Zn].n1ccc(cc1)OCC(COc1ccncc1)(COc1ccncc1)COc1ccncc1,4.90477,2.92555,4.42535,1.3228,2746.41,0.4636,0.350469,Zn,0.909609316,0.028233388,1.024553692,0.059127149,1.073208533,0.071407593,0.001635992,0.429859923,452,349.6,0.8912909,0.51,none
[Cd].[O-]C(=O)c1ccc2-c3c(S(=O)(=O)c2c1)cc(cc3)C(=O)[O-].n1ccc(cc1)OCC(COc1ccncc1)(COc1ccncc1)COc1ccncc1,8.07622,7.49538,8.06653,1.17602,3932.57,0.5466,0.464786,Cd,0.840015372,0.028720571,0.933690485,0.058202731,0.985704731,0.064547368,0.001456894,0.409890769,452,320.6,0.920421,0.743888889,none
[Cu][Cu].[O-]C(=O)c1cc(c[n+](c1)[O-])C(=O)[O-],7.85306,5.37338,7.85306,1.17921,1241.06,0.6004,0.509153,Cu,0.788184256,0.011373533,0.875154045,0.021424521,0.929915969,0.029871737,0.001417317,0.368357094,102,217.4,0.7611994,0.53,weak
CCN(C1=C[CH]C2=C(c3c(OC2=C1)cc(cc3)N(CC)CC)c1ccccc1C(=O)[O-])CC.CCN(C1=C[C]2C(=C(c3c(O2)cc(cc3)N(CC)CC)c2ccccc2C(=O)[O-])C=C1)CC.Cc1cc(c2cc(cc(c2)C(=O)[O-])C(=O)[O-])c(c(c1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-])N.[Zn],7.0133,4.3484,7.01043,1.00765,7377.64,0.557,0.552769,Zn,0.961893876,0.042418879,1.075661575,0.065567531,1.167508947,0.059583139,0.002056151,0.348702052,880,314.1,0.8336798,0.87,strong
Cl[Ni]Cl.n1ccc(cc1)Nc1ccncc1,6.35552,4.69168,5.58877,0.886769,2170.77,0.614,0.692401,Ni,0.887967142,0.046758507,0.993344885,0.090428369,1.030027358,0.097260912,0.001420602,0.4732357,188,379.4,0.91945195,0.51,weak
Cl[Ni]Cl.n1ccc(cc1)Nc1ccncc1,3.56183,2.64337,3.56183,1.32559,498.559,0.4216,0.318047,Ni,0.922843897,0.009209842,1.061163915,0.011554016,1.167264614,0.009114901,0.002444207,0.194951627,94,339.1,0.9493488,0.7,weak
unknown,7.77432,5.11538,6.8875,1.00775,876.38,0.5772,0.572761,Mn,0.879750948,0.02864379,0.975360524,0.055574286,1.030496892,0.06793555,0.001507459,0.434258652,83,388.3,0.788162,0.568709677,strong
[Cd].[O-]C(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)[O-].[O-]C(=O)c1ccncc1,7.73712,5.42002,7.73712,1.1815,909.508,0.5916,0.500718,Cd,0.73484076,0.025151861,0.830971956,0.039695289,0.887444248,0.052460061,0.001526035,0.283640114,83,339.9,0.8014999,0.664038462,weak
C(Cc1ccncc1)Cc1ccncc1.[Cu].[O-]C(=O)c1cc(OCC=CCOc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-],5.4856,3.48036,5.39283,1.01468,4013.72,0.5406,0.532778,Cu,0.988363577,0.05427031,1.090198393,0.096897912,1.13238781,0.100301672,0.001440242,0.566231777,524,386.8,0.6951441,0.673745455,unknown
[Eu].[O-]C(=O)c1ccc(cc1)N[C]1NC(=NC(=N1)Nc1ccc(cc1)C(=O)[O-])Nc1ccc(cc1)C(=O)[O-].[O-]C(=O)c1ccc(cc1)N[C]1N[C](Nc2ccc(cc2)C(=O)[O-])N=[C](=N1)[N]c1ccc(cc1)C(=O)[O-],9.93484,8.5685,9.93484,0.895347,6362.76,0.6744,0.753227,Eu,0.767071818,0.028512603,0.854795761,0.05207164,0.903821805,0.059635282,0.0013675,0.363271512,420,415.4,0.9407828,0.87,strong
[O-]C=O.[Zn],4.64754,3.60747,4.61185,1.9285,713.037,0.444,0.230231,Zn,0.728146097,0.019078577,0.786563344,0.028143993,0.822819655,0.043194465,0.000946736,0.447818917,108,298.1,0.57669866,0.630299958,weak
unknown,5.28182,3.39356,5.27451,1.30537,2383.28,0.473,0.362349,Ni,0.892266693,0.028982972,1.00213641,0.061276713,1.050875712,0.070527329,0.00158609,0.426628039,368,342.4,0.8679694,0.829200627,strong
unknown,5.46539,4.21037,5.46539,1.3838,2491.68,0.4418,0.319267,Tb,0.886123894,0.031269625,0.983740732,0.063963348,1.036644564,0.07755773,0.001505207,0.442014053,448,366.3,0.37694576,0.51,none
[Cd].[O-]C(=O)c1ccc(o1)C(=O)[O-],4.4852,3.28413,4.29019,1.70185,456.452,0.4906,0.288275,Cd,0.670472719,0.010214309,0.749066561,0.02050116,0.79869676,0.023248034,0.00128224,0.290627874,55,337.3,0.0987739,0.577558824,weak
[O-]C(=O)c1ccc2c(c1)[nH]c(n2)c1cccnc1.[Zn],6.21817,5.22361,6.21817,0.958222,1118.51,0.5956,0.621568,Zn,0.893372384,0.033680869,1.020372059,0.048201849,1.080735392,0.062653044,0.00187363,0.342389419,106,383.2,0.89566064,0.393646062,strong
[O-]C(=O)c1ccc2c(c1)[nH]c(n2)c1cccnc1.[Zn],6.21845,5.19067,6.21845,0.958171,1112.56,0.5924,0.618261,Zn,0.889492745,0.034292594,1.01672585,0.048183671,1.082646961,0.063790864,0.001931542,0.320248755,106,383.9,0.8985996,0.393646062,strong
O=P(c1ccccc1)(c1ccccc1)c1ccc(cc1)c1cc(nc(c1)c1ccncc1)c1ccncc1.[Co],5.93349,3.83703,5.922,1.11202,1837.02,0.4878,0.438662,Co,0.927018365,0.04498182,1.058971063,0.068320896,1.122308786,0.087218211,0.001952904,0.352582939,268,282.2,0.1756818,0.74,weak
[Cd][Cd].[O-]C(=O)c1ccc(cc1)S(=O)(=O)c1ccc(cc1)C(=O)[O-],5.77161,3.83429,5.76717,1.64404,758.578,0.4506,0.274081,Cd,0.732542058,0.021729025,0.821935848,0.040993934,0.860949055,0.04906738,0.00128407,0.355717828,120,341.5,0.8721565,0.44,none
[O-]C(=O)c1ccc(cc1)S(=O)(=O)c1ccc(cc1)C(=O)[O-].[OH].[Zn],4.82391,4.37452,4.80722,1.69475,662.708,0.4032,0.237912,Zn,0.79748843,0.023806279,0.89485818,0.049168784,0.939342579,0.056476409,0.001418541,0.380740211,130,409.1,0.7428133,0.536071429,none
[Ag].[In].[O-]C(=O)c1cccnc1,5.12243,4.35883,5.12243,1.31283,963.831,0.5358,0.408124,"In,Ag",0.762993154,0.005559476,0.856243732,0.004441711,0.947367425,0.004449316,0.001843743,0.210224822,108,321.9,0.9238385,0.527058824,weak
unknown,3.47607,3.1628,3.47508,1.66069,379.039,0.4728,0.2847,Zn,0.75963784,0.040413141,0.823109263,0.049455485,0.80428915,0.080398983,0.000446513,0.639399166,52,213.7,0.94704217,0.504407801,weak
[O-]C(=O)c1ccc(cc1)c1ccc2c(c1)c1cc(ccc1[nH]2)c1ccc(cc1)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn],7.59184,6.0757,7.59184,0.90919,13815.8,0.633,0.696224,Zn,0.860432155,0.033562086,0.980582209,0.050695669,1.042811329,0.067644307,0.001823792,0.322948122,1144,365.9,0.4209765,0.48,none
unknown,7.30876,6.02741,7.30876,1.35485,473.316,0.5388,0.397684,"Dy,Co",0.710904316,0.013958286,0.791503915,0.027449892,0.836471577,0.037627612,0.001255673,0.340141189,47,320,0.8244718,0.3675,superstrong_high_loading
[Co].[Ho].[O-]C(=O)c1ncccc1C(=O)[O-],7.17949,5.90683,7.17949,1.37876,476.212,0.5498,0.398764,"Ho,Co",0.707774377,0.01398347,0.787897121,0.026944904,0.835288453,0.037715784,0.001275141,0.330687385,47,319,0.82008016,0.3675,superstrong_high_loading
[Co].[Er].[O-]C(=O)c1ncccc1C(=O)[O-],7.20181,5.92665,7.20181,1.38678,474.299,0.549,0.39588,"Er,Co",0.70471017,0.013353544,0.781698142,0.026541756,0.83122965,0.037847522,0.001265195,0.329727807,47,317.6,0.8204738,0.3675,superstrong_high_loading
[Co].[O-]C(=O)c1ncccc1C(=O)[O-].[Tm],7.17717,5.88475,7.17516,1.39476,472.336,0.5486,0.393329,"Co,Tm",0.70291838,0.012465878,0.78277564,0.026630326,0.829892733,0.035913103,0.001269744,0.32745202,47,317.7,0.8180192,0.3875,superstrong_high_loading
[Ag][Ag].[O-]C(=O)CN1[CH]C=C(C=C1)C(=O)[O-].[O]N(=O)=O,3.08728,2.55648,3.08065,2.71981,285.589,0.2554,0.0939036,Ag,0.618855955,0.014262939,0.676796913,0.030749897,0.724356075,0.029812446,0.001055001,0.304085894,100,351.7,0.46879432,0.25,weak
unknown,4.11766,3.44637,4.11545,1.27215,368.496,0.5078,0.399167,Cu,0.869513417,0.023687902,0.986432406,0.052610474,1.036626456,0.059653788,0.00167113,0.379295126,49,217.8,0.105229974,0.745,weak
unknown,7.85595,5.85903,7.84985,0.911355,3321.23,0.5826,0.639268,Zn,0.943394394,0.037337021,1.064255233,0.067371345,1.136367202,0.077655802,0.001929728,0.372600783,340,281.8,0.85401845,0.71,weak
[O-]C(=O)c1ccc(cc1)C#Cc1c2c(c(c3c1C1c4c(C3c3c1cccc3)cccc4)C#Cc1ccc(cc1)C(=O)[O-])C1c3c(C2c2c1cccc2)cccc3.[Zn][Zn],9.56202,7.99894,9.56202,0.856826,1826.94,0.6026,0.703293,Zn,0.952443934,0.037303749,1.089878583,0.059836667,1.158081273,0.070540148,0.002056373,0.347070559,170,287.7,0.7532928,0.7,weak
[O-]C(=O)c1ccc(o1)C(=O)[O-].[Zn],5.7396,4.59935,5.7396,1.07923,1567.64,0.627,0.580972,Zn,0.770164144,0.013525628,0.868892383,0.022937011,0.924762219,0.02851709,0.001545981,0.313512987,110,281.8,0.31813383,0.36,weak
[Co].[O-]C(=O)c1cc(c(cc1C(=O)[O-])C(=O)[O-])P(=O)([O])[O].c1ccc(c(c1)Cn1cncc1)Cn1cncc1,4.23185,3.46185,4.23185,1.59981,528.807,0.3798,0.237403,Co,0.836705366,0.022847896,0.941422339,0.0327608,0.999852321,0.040368726,0.00163147,0.354979,111,353.5,0.8354146,0.569655172,superstrong_high_loading
[O]S(c1cccc2c1cccc2S([O])([O])[O])([O])[O].[Pr],4.32306,2.50132,4.31433,1.51409,1810.97,0.4084,0.269734,Pr,0.819334274,0.026745794,0.931762329,0.053508587,0.976268237,0.064605744,0.00156934,0.359852745,348,375.6,0.9411663,0.7,none
Cc1nc(C)c(nc1C)C.[Ag]1[Ag][Ag][Ag][Ag][Ag]1.[O-]C(=O)c1cc(cc(c1)N(=O)=O)C(=O)[O-],5.17559,4.77124,5.17559,1.89554,1140.65,0.3868,0.204058,Ag,0.747405674,0.022211876,0.827800097,0.038947224,0.899462778,0.03869676,0.001520571,0.292689653,252,340.2,0.17727014,0.5,weak
unknown,5.29133,4.83031,5.29133,1.86031,1149.63,0.3826,0.205665,Ag,0.738316083,0.026009664,0.802089515,0.054505547,0.844972429,0.058079591,0.001066563,0.421828799,252,338.8,0.18070188,0.51,weak
[O-]C(=O)c1cc(Oc2ccc(cc2)C2=NN=N[N]2)cc(c1)C(=O)[O-].[OH2][Sm][OH2],4.59113,3.81916,4.46155,1.47588,574.546,0.501,0.339459,Sm,0.727160611,0.020386567,0.814985913,0.041908199,0.862168146,0.052618255,0.001350075,0.328911855,76,360.4,0.32488623,0.87,superstrong_high_loading
[O-]C(=O)c1cc(Oc2ccc(cc2)C2=NN=N[N]2)cc(c1)C(=O)[O-].[OH2][Eu][OH2],4.58904,3.79464,4.4485,1.48285,572.73,0.5002,0.337324,Eu,0.723961996,0.020390149,0.808751393,0.042054835,0.855054822,0.052325678,0.001310928,0.33709785,76,360.3,0.29566264,0.85962963,superstrong_high_loading
[O-]C(=O)c1cc(Oc2ccc(cc2)C2=NN=N[N]2)cc(c1)C(=O)[O-].[OH2][Gd],4.63435,3.76627,4.63435,1.46095,590.411,0.521,0.356617,Gd,0.697684896,0.017110327,0.780083936,0.036975529,0.820683418,0.045730228,0.001229985,0.335655923,70,409.1,0.39237505,0.75,none
[O-]C(=O)c1cccc(c1)C(=O)[O-].[Zn].n1ccc(cc1)N1CCN(CC1)c1ccncc1,6.92787,5.95334,6.80105,0.951977,3892.96,0.5938,0.623754,Zn,0.952748827,0.039505181,1.076483212,0.055006267,1.155259144,0.056653157,0.002025103,0.352710951,408,345.7,0.83521634,0.308517857,strong
[Co][OH2][Co][OH2][Co].[O-]C(=O)c1ccc(cc1)c1ccc(cc1C(=O)[O-])C(=O)[O-],5.4668,3.66161,5.4668,1.24631,2746.81,0.4704,0.377434,Co,0.916819982,0.03388304,1.022953556,0.069733924,1.067495067,0.084205755,0.001506751,0.47506007,436,225.5,0.45109868,0.847200627,strong
[Cu].[Cu][OH]1[Cu][OH]([Cu]1)[Cu].[O-]C(=O)c1cc(cc(c1)C(=O)O)C(=O)[O-].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].c1ncn(c1)CCCn1cnnc1,3.71447,2.8097,3.71447,1.63875,655.074,0.404,0.246529,Cu,0.859810744,0.018530318,0.962539822,0.038493177,1.01583846,0.039312176,0.001560277,0.399966004,132,270.6,0.63074666,0.78,none
COc1cc(c2ccc(cc2)C(=O)[O-])c(cc1OC)c1ccc(cc1)C(=O)[O-].[Zn].n1ccc(cc1)NNc1ccncc1,4.66367,3.73123,4.60436,1.24339,2990.96,0.4458,0.358535,Zn,0.971061646,0.043230917,1.088358866,0.086768944,1.139732183,0.100659972,0.001686705,0.476037351,552,306.3,0.79050183,0.412642857,weak
COc1cc(c2ccc(cc2)C(=O)[O-])c(cc1OC)c1ccc(cc1)C(=O)[O-].[Co].[O-]C=O.n1ccc(cc1)NNc1ccncc1,5.3519,3.96561,5.34894,1.06612,2290.39,0.5282,0.49544,Co,0.963519168,0.042247943,1.06507966,0.079994512,1.118344358,0.093366982,0.001548252,0.507092895,294,248.6,0.5609939,0.688,strong
[O-]C(=O)c1ccc(cc1)C(=O)[O-].[O]12[Zr]34[OH]5[Zr]62[OH]2[Zr]71[OH]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[OH]43,8.57883,4.07716,8.57883,1.22102,1344.25,0.594,0.486477,Zr,0.761312445,0.004758691,0.852397421,0.00481901,0.927677486,0.007286087,0.00166365,0.264851474,114,382,0.85495514,0.84,weak
[Co].[O-]C(=O)c1ccc(cc1)Nc1ccc(cc1)C(=O)[O-].c1ncn(c1)c1ccc2c(c1)c1cc(ccc1o2)n1cncc1,7.28209,5.9399,7.27604,1.20751,1584.58,0.4688,0.388236,Co,0.928551478,0.037995246,1.035466585,0.071848827,1.096743655,0.08374371,0.001681922,0.43158129,256,413.2,0.94540256,0.844212121,strong
[O-]C(=O)c1ccc(cc1)S(=O)(=O)c1ccc(cc1)C(=O)[O-].[OH].[Zn],4.93656,4.54089,4.88782,1.66435,690.877,0.4128,0.248024,Zn,0.803094395,0.023776569,0.900228332,0.043122733,0.948464148,0.050430937,0.001453698,0.375134823,130,410.3,0.7285258,0.536071429,none
[Cd].[O-]C(=O)C1=NN=C([CH]1)C(=O)[O-].[O-]C(=O)c1[n-][nH]c(c1)C(=O)O.[O-]C(=O)c1[nH][n-]c(c1)C(=O)[O-].[OH2][Cd],4.73489,3.16265,4.64092,1.99798,621.808,0.4576,0.229031,Cd,0.639537787,0.011987458,0.70369449,0.020901641,0.754962327,0.0259042,0.001154245,0.29541231,90,295,0.61316067,0.393828054,strong
[Er]12[OH]3[Er]4[OH]2[Er]2[OH]1[Er]3[OH]42.[O-]C(=O)c1ccc(cc1)c1cncc(c1)c1ccc(cc1)C(=O)[O-],12.70758,7.22422,12.52783,0.840959,19540.4,0.7324,0.87091,Er,0.641137657,0.025395721,0.715014119,0.04657248,0.751253146,0.054257563,0.001101155,0.317064091,936,411.2,0.28119612,0.68,none
unknown,12.44548,7.05215,12.44315,0.89958,18458.3,0.7268,0.807932,Lu,0.614658814,0.025476488,0.689120532,0.046805986,0.72561464,0.053281486,0.001109558,0.288119269,936,406.6,0.28268898,0.66,strong
[O-]C(=O)c1cc(CSc2nc3c([nH]2)cccc3)cc(c1)C(=O)[O-].[Zn],5.29331,4.03957,5.28524,1.19117,1146.33,0.5248,0.440576,Zn,0.844348777,0.025937079,0.951352142,0.051301399,0.996629014,0.061583674,0.001522802,0.397795815,136,359.7,0.9196042,0.670571429,none
[O-]C(=O)c1cc(CSc2nc3c([nH]2)cccc3)cc(c1)C(=O)[O-].[Zn].c1ncn(c1)c1ccc(cc1)c1ccc(cc1)n1cncc1,5.29134,3.52181,5.27688,1.40778,1024.39,0.4059,0.288332,Zn,0.902191543,0.032180661,1.010705552,0.06427855,1.065567737,0.076165029,0.001633762,0.421004934,208,376.8,0.928594,0.69,none
[Nd].[O-]C(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)[O-],5.64911,4.27538,5.64911,1.35969,2574.82,0.4986,0.366702,Nd,0.747590131,0.024454589,0.832788689,0.048019812,0.875351729,0.060214305,0.001277616,0.371411259,332,464.8,0.87965524,0.82962963,none
unknown,5.60355,4.27431,5.58989,1.40562,2455.84,0.486,0.345754,Sm,0.736718892,0.024190867,0.823033773,0.0471267,0.864830728,0.058620029,0.001281118,0.359803038,332,453,0.86181176,0.8,none
unknown,5.61851,4.19073,5.60379,1.41892,2445.15,0.487,0.343219,Eu,0.733847802,0.023961298,0.820931307,0.04724024,0.860467518,0.058432803,0.001266197,0.3619132,332,452.3,0.8684305,0.78,none
Nc1ccc(cc1)Cn1ncnc1.[Cd],5.25157,3.57485,5.24497,1.11534,776.648,0.566,0.507469,Cd,0.838011434,0.053278516,0.959219257,0.082554691,1.023095483,0.078948681,0.00185084,0.292314553,94,306.8,0.8276533,0.5585,weak
[Ni].[O-]C(=O)c1cccc(c1)C(=O)[O-].c1ncn(c1)Cc1ccc(cc1)c1ccc(cc1)Cn1cncc1,3.56425,3.03344,3.56425,1.38292,504.938,0.3914,0.283024,Ni,0.971065955,0.043779498,1.07570119,0.08647511,1.133265686,0.099411465,0.001621997,0.492311883,118,271.1,0.47938436,0.7,strong
Cl[Cu]Cl.n1ccc(cc1)c1ccc(cc1)C(=C(c1ccc(cc1)c1ccncc1)c1ccc(cc1)c1ccncc1)c1ccc(cc1)c1ccncc1,7.39096,6.21369,7.23381,0.859717,7161.05,0.5978,0.695345,Cu,0.925855858,0.049932765,1.061038067,0.079194949,1.108163316,0.09522679,0.001823075,0.393609643,680,376.2,0.18881616,0.856153846,none
Cl[Mn]Cl.n1ccc(cc1)c1ccc(cc1)C(=C(c1ccc(cc1)c1ccncc1)c1ccc(cc1)c1ccncc1)c1ccc(cc1)c1ccncc1,7.38868,6.24423,7.24949,0.847701,7232.38,0.602,0.710156,Mn,0.932411268,0.049900906,1.044021658,0.093722605,1.085047802,0.10306863,0.001526365,0.486265709,680,425,0.116000265,0.8,weak
[Fe].[O-]C(=O)C(=O)[O-],5.27197,4.09919,5.27197,1.0999,744.257,0.656,0.596419,Fe,0.737845625,0.023327699,0.803782505,0.02241356,0.858355444,0.01746403,0.001205098,0.378210156,40,320.8,0.79492444,0.5,weak
unknown,5.23271,4.08654,5.0291,0.937448,710.68,0.6416,0.684411,Mg,0.813003098,0.026424007,0.9536886,0.025090014,1.022910481,0.024192814,0.002099074,0.195191552,40,463.8,0.81691813,0.22,weak
[In].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],6.25511,5.54572,6.24188,0.917254,5955.67,0.7012,0.764456,In,0.723003418,0.013958847,0.812727024,0.02597004,0.858150069,0.031977808,0.001351467,0.324946886,300,386.1,0.8990373,0.9,weak
[Co].n1ccc(cc1)C#Cc1ccc(cc1)C#Cc1ccncc1,8.18028,7.92646,8.18028,0.606579,1446.99,0.7184,1.18435,Co,0.960789202,0.039868804,1.08277909,0.059895893,1.159495335,0.077484152,0.001987061,0.372216411,75,285,0.18933174,0.636666667,weak
[O-]C(=O)c1cc(c2cc(cc(c2)C(=O)[O-])C(=O)[O-])c(cc1c1cc(cc(c1)C(=O)[O-])C(=O)[O-])C(=O)[O-].[Zn][O]1[Zn][O]([Zn]1)[Zn],5.05381,3.72999,5.0367,1.47923,470.101,0.5356,0.362081,Zn,0.730163891,0.01254189,0.823333304,0.020134408,0.871176275,0.023814853,0.001410124,0.314681147,50,232.9,0.6350138,0.54,strong
[Eu].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cc(cc(c1)C(=O)O)C(=O)[O-].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-],7.10272,5.92088,7.10272,1.4765,841.736,0.521,0.352862,Eu,0.689323881,0.015264529,0.761918385,0.033064695,0.806038933,0.038557061,0.001167151,0.343924384,95,328.2,0.85254997,0.9,superstrong_high_loading
unknown,6.27358,5.44523,6.26604,1.0597,788.339,0.5158,0.486742,Cd,0.949605881,0.006174614,1.087467032,0.003544421,1.222649528,0.004493594,0.002730436,0.130921381,105,301,0.7714554,0.86,weak
[Mn].[O-]C(=O)C1=CC(=S)C(=CC1=S)C(=O)[O-],12.00526,10.79373,12.00526,1.02928,2192.19,0.6738,0.654633,Mn,0.707343569,0.005520939,0.767005674,0.008384147,0.833980226,0.005637053,0.001266367,0.326214858,108,310.6,0.8613632,0.538709677,none
CC(C1=NN=C([N]1)C(C)C)C.[Cu],9.39866,8.82379,9.39866,1.01975,2850.29,0.6156,0.603675,Cu,0.931890506,0.06621605,0.982176701,0.128246605,1.028393693,0.118126064,0.000965032,0.643059144,316,263.1,0.7515293,0.45,superweak
CC(C1=NN=C([N]1)C(O)C)O.[Cu],11.01739,9.30306,11.01739,1.02953,3060.45,0.6564,0.637574,Cu,0.874609339,0.040876416,0.952456712,0.072571888,0.992368269,0.073957814,0.001177589,0.527655183,268,268.9,0.7097366,0.738571429,weak
[Cu].n1ccc(cc1)C#Cc1ccc(cc1)C#Cc1ccncc1,10.72504,10.39704,10.6983,0.765355,2198.55,0.6612,0.863912,"Cu,Si",0.939797256,0.033480666,1.060206439,0.049476589,1.139251488,0.071900567,0.001994542,0.348328581,152,327.2,0.65773803,0.71,strong
unknown,7.19351,6.59001,7.18129,0.985614,1764.02,0.5818,0.590292,Cu,0.895722404,0.035160714,1.017448884,0.049175895,1.076241905,0.059224925,0.001805195,0.364652819,176,279.9,0.6566367,0.87,superstrong_high_loading
[O-]C(=O)c1ccc(cc1)n1cnnc1.[Zn],5.6878,4.46539,5.66932,1.13028,2755.71,0.5308,0.469619,Zn,0.88184119,0.029273639,0.999266779,0.05717413,1.038712626,0.071662424,0.001568714,0.424223507,328,353.8,0.5161396,0.446571429,weak
[Co].[O-]C(=O)c1ccc(cc1)N(c1ccc(cc1)C(=O)[O-])c1ccc(cc1)c1ccc(cc1)N(c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],9.5622,8.33335,9.5622,0.705297,4846.16,0.687,0.974058,Co,0.900091725,0.041430207,1.022083615,0.059472414,1.080985195,0.07439944,0.001808935,0.367926367,302,397.7,0.5858222,0.6,weak
[Cd].[O-]C(=O)c1ccc(cc1)N(c1ccc(cc1)C(=O)[O-])c1ccc(cc1)c1ccc(cc1)N(c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],10.7636,6.46187,10.7636,0.754034,10136.1,0.6938,0.920118,Cd,0.814360202,0.034290857,0.925564254,0.049802887,0.981260011,0.065027866,0.001668998,0.322912157,604,350.2,0.44573367,0.72,weak
Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Zn].n1cc([nH]c1)c1ccc(cc1)c1[nH]cnc1,3.6645,2.63718,3.64475,1.55981,580.662,0.39,0.25003,Zn,0.858158634,0.02939788,0.96685055,0.059132614,1.021209395,0.071078475,0.001630508,0.378061858,128,324.9,0.59739184,0.485333333,superstrong_high_loading
COc1cc2Cc3cc(c4ccc(cc4)C(=O)[O-])c(cc3Cc3c(Cc2cc1c1ccc(cc1)C(=O)[O-])cc(OC)c(c3)c1ccc(cc1)C(=O)[O-])OC.[Co],6.5579,5.55083,6.35689,0.99702,6692.15,0.5614,0.563078,Co,0.968489784,0.037685761,1.076798856,0.057426842,1.163297621,0.05494304,0.001948078,0.387701323,768,357.7,0.42050087,0.39,strong
[Cu].[O-]C(=O)CC(CC(=O)[O-])CC(=O)[O-].c1ccc(nc1)c1nc(c2ccccn2)c(nc1c1ccccn1)c1ccccn1,9.58251,8.45898,9.58251,0.970064,4069.29,0.6188,0.637896,Cu,0.865884162,0.034018732,0.949351921,0.058385674,1.018437021,0.071431709,0.001525529,0.410622696,368,274.3,0.36100417,0.71,strong
unknown,6.93233,4.45124,6.85649,0.994083,1197.62,0.5916,0.595122,Cd,0.893170678,0.042255449,0.978801177,0.073662563,1.041760052,0.081648348,0.001485894,0.451181159,126,299.1,0.86058986,0.589411765,weak
N1=C[N]N([CH]1)c1ccc(cc1)C1=NN=N[N]1.[O-]C(=O)c1ccc(cc1)[Si](c1ccc(cc1)C(=O)[O-])(c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[Zn][O]([Zn])[Zn],6.19022,3.98017,6.14705,1.28641,2493.15,0.5176,0.402359,"Zn,Si",0.829279809,0.025148734,0.931023308,0.049682334,0.975365706,0.061960387,0.001460859,0.400588972,316,303.4,0.91834986,0.46,strong
C1=N[CH]N([N]1)Cc1ccc(cc1)Cn1cncn1.N1=C[N]N([CH]1)Cc1ccc(cc1)CN1[N]C=N[CH]1.[Co].[O-]C(=O)c1ccc(cc1)S(=O)(=O)c1ccc(cc1)C(=O)[O-],4.87338,4.29506,4.87338,1.26453,1413.13,0.4458,0.352542,Co,0.929080761,0.032392156,1.04237015,0.067101978,1.095299222,0.082697754,0.001662185,0.440485432,240,383.8,0.8221915,0.742,none
[Co][Co].[O-]C(=O)c1ccc(cc1)S(=O)(=O)c1ccc(cc1)C(=O)[O-].c1ncn(c1)Cc1ccc(cc1)Cn1cncc1,4.94127,3.17045,4.9372,1.46846,419.78,0.3848,0.262044,Co,0.909000247,0.032454814,1.022964951,0.066294508,1.065843392,0.080022516,0.001568431,0.450318526,92,347.4,0.89616543,0.55,none
